f0_workload,f1_mean,f2_std,f3_delta,f4_trend,f5_ema,f6_temperature,f7_headroom,f8_efficiency,f9_short_long
6056,5850,239,250,80,5945,11174,10586,641,300
6593,5992,293,536,99,6139,11848,9912,654,255
6408,6088,287,-185,96,6227,11654,10106,650,422
6233,6156,246,-175,65,6244,12640,9120,645,407
7073,6292,379,841,123,6481,12056,9704,662,446
6609,6378,363,-464,110,6532,11466,10294,654,416
6662,6430,370,54,119,6576,11498,10262,655,562
7052,6586,335,390,104,6730,11288,10472,662,302
7654,6785,424,601,137,7005,12019,9741,670,540
7867,6945,544,213,206,7256,11726,10034,673,927
7712,7108,554,-155,212,7406,12274,9486,671,1018
7088,7215,447,-624,117,7351,12352,9408,662,545
7159,7225,445,71,97,7305,12587,9173,663,151
7029,7278,390,-130,15,7248,11900,9860,661,-298
7030,7324,332,1,-72,7203,12533,9227,661,-402
6984,7315,340,-46,-129,7147,11853,9907,660,-481
7089,7245,321,104,-112,7116,11247,10513,662,-337
6438,7066,322,-651,-112,6907,12325,9435,649,-367
6679,6937,232,241,-75,6821,12216,9544,655,-323
6901,6913,225,222,-62,6836,11129,10631,659,-386
6935,6886,206,35,-34,6855,12342,9418,659,-76
7296,6919,244,361,15,6973,12157,9603,665,200
7244,6946,266,-53,54,7046,11746,10014,664,340
6321,6863,335,-923,6,6846,10517,11243,647,145
6214,6754,383,-106,-23,6664,11991,9769,644,-257
6374,6746,390,159,-89,6590,11624,10136,648,-708
6399,6711,407,25,-125,6534,11809,9951,649,-610
6011,6599,458,-388,-163,6379,12061,9699,639,-541
6407,6533,442,396,-143,6371,12289,9471,649,-418
5645,6327,423,-762,-135,6143,12000,9760,628,-490
6051,6178,247,406,-60,6087,11551,10209,640,-230
5850,6119,262,-201,-72,6015,11562,10198,635,-433
5723,6057,289,-126,-95,5928,12369,9391,631,-292
5794,5985,272,71,-83,5878,12160,9600,634,-313
6573,6007,309,779,11,6057,11856,9904,654,38
5927,5996,310,-647,5,6022,12235,9525,638,163
6295,5982,293,368,73,6087,11429,10331,647,452
6828,6130,373,534,108,6305,11359,10401,659,352
6511,6188,392,-317,131,6369,12257,9503,652,571
5793,6180,398,-718,62,6224,11420,10340,634,315
6488,6276,368,695,39,6311,11751,10009,652,-19
6350,6346,319,-139,-7,6336,12158,9602,649,-216
7219,6426,429,870,90,6575,11852,9908,665,415
6746,6529,394,-474,63,6640,13136,8624,657,389
7252,6648,447,507,99,6820,11855,9905,666,678
7182,6693,479,-70,162,6920,13367,8393,665,588
8074,6888,652,892,258,7252,11937,9823,676,984
7631,7118,540,-442,203,7398,12489,9271,670,818
7934,7299,541,303,203,7572,12956,8804,674,930
8061,7513,455,127,165,7742,11721,10039,675,581
7765,7581,447,-297,155,7763,11633,10127,672,543
7158,7632,364,-607,30,7623,12252,9508,664,47
7609,7677,335,451,-13,7630,12933,8827,671,-266
6756,7624,430,-853,-142,7399,12104,9656,657,-719
6877,7474,455,121,-156,7236,12635,9125,660,-629
6708,7359,514,-169,-203,7078,10951,10809,657,-925
6578,7189,519,-130,-207,6915,12779,8981,654,-749
7173,7078,403,594,-115,6955,11687,10073,665,-413
7903,7095,434,730,28,7196,12518,9242,674,196
7715,7165,481,-187,86,7341,11538,10222,672,691
7833,7193,511,118,189,7470,12517,9243,673,999
7632,7302,499,-201,179,7535,12186,9574,671,679
7458,7375,474,-173,147,7532,12243,9517,669,426
7486,7472,401,27,84,7542,12011,9749,669,85
8229,7679,301,744,52,7760,12435,9325,677,73
7184,7680,298,-1045,-44,7616,11798,9962,665,-75
6781,7540,405,-403,-95,7376,12142,9618,658,-227
6554,7395,510,-227,-158,7138,12041,9719,653,-888
6040,7170,645,-514,-224,6814,11284,10476,641,-1139
6167,6987,694,127,-258,6611,11394,10366,644,-1174
6520,6870,684,353,-247,6562,11131,10629,652,-1005
6257,6717,666,-262,-232,6452,12230,9530,647,-643
6177,6460,358,-80,-115,6326,13114,8646,645,-227
5877,6297,280,-300,-86,6177,11711,10049,637,-309
6100,6211,216,224,-50,6139,12444,9316,643,-256
5702,6105,230,-398,-56,6006,12624,9136,632,-339
6681,6185,296,978,-15,6193,11387,10373,656,-39
6416,6216,305,-264,2,6255,11360,10400,651,80
6120,6166,283,-296,27,6210,12419,9341,643,383
6451,6191,298,332,60,6276,11839,9921,651,222
6445,6224,309,-6,80,6326,12108,9652,651,184
5947,6233,300,-498,20,6233,11122,10638,639,78
6218,6248,296,271,4,6233,11154,10606,646,-70
5466,6218,355,-753,-119,6034,11362,10398,624,-546
5521,6073,373,56,-128,5874,12036,9724,626,-541
6042,6026,350,521,-94,5905,12017,9743,642,-560
5893,5998,350,-149,-95,5896,11615,10145,637,-287
6195,5966,317,302,-30,5964,11659,10101,645,124
6427,5964,314,232,60,6079,11970,9790,651,333
6295,6007,332,-132,86,6143,11488,10272,648,478
6308,6018,341,12,134,6186,11421,10339,648,520
6225,6113,272,-83,92,6217,11876,9884,646,260
6082,6183,160,-143,26,6199,11979,9781,643,34
5843,6158,192,-239,-18,6104,11236,10524,636,-174
7073,6306,333,1231,30,6379,11453,10307,664,42
6439,6336,333,-634,29,6401,11856,9904,651,184
6732,6375,357,293,72,6492,11695,10065,657,598
6795,6437,381,63,98,6582,12462,9298,659,349
6817,6501,396,22,116,6655,12115,9645,659,449
6304,6510,390,-513,70,6569,11856,9904,648,205
6533,6567,355,229,26,6573,11873,9887,654,-25
5548,6530,435,-985,-137,6308,11240,10520,627,-643
5905,6384,424,357,-130,6175,11122,10638,638,-622
6404,6380,423,499,-123,6231,11152,10608,651,-684
6157,6308,406,-247,-104,6197,12184,9576,645,-244
5740,6176,397,-417,-99,6053,10863,10897,633,-121
6534,6141,348,794,0,6165,12759,9001,654,5
6875,6212,425,341,78,6359,11888,9872,660,274
6427,6199,416,-448,131,6373,11101,10659,651,661
6024,6258,347,-403,46,6299,11534,10226,642,294
6160,6290,324,136,0,6271,11646,10114,645,-138
6095,6252,327,-65,-4,6219,12282,9478,644,-253
6418,6284,329,323,0,6276,12560,9200,651,-96
5691,6278,339,-727,-108,6128,12237,9523,632,-336
5754,6180,363,63,-124,6013,12064,9696,634,-362
5466,6004,323,-288,-109,5837,11575,10185,625,-588
5469,5885,321,4,-108,5718,12332,9428,625,-515
5466,5815,343,-3,-128,5640,12338,9422,625,-556
5834,5774,318,367,-90,5679,10652,11108,636,-295
5324,5678,323,-510,-93,5569,11509,10251,620,-218
5386,5549,173,63,-38,5495,11647,10113,622,-55
5281,5497,184,-106,-45,5430,11358,10402,618,-268
5490,5464,157,209,-18,5437,11102,10658,625,-126
5243,5437,173,-247,-36,5383,11634,10126,617,-158
6813,5604,488,1570,82,5777,11798,9962,659,390
8056,5928,939,1243,271,6419,11703,10057,676,1241
9254,6356,1443,1199,538,7223,11968,9792,684,2696
9086,6826,1630,-169,655,7793,11991,9769,683,3156
8872,7262,1653,-213,671,8160,12843,8917,682,2894
8468,7660,1505,-404,560,8326,12412,9348,679,1838
7921,7964,1262,-547,349,8292,11760,10000,675,730
7696,8271,763,-225,35,8211,11168,10592,672,-387
7922,8409,559,225,-150,8170,11652,10108,675,-901
7391,8326,648,-531,-273,7957,11999,9761,668,-1051
7205,8070,635,-186,-267,7712,12662,9098,666,-903
6394,7734,716,-810,-298,7307,12182,9578,651,-1179
6337,7417,703,-58,-292,6994,12626,9134,649,-1234
6039,7113,707,-297,-295,6688,12263,9497,642,-1370
6023,6876,715,-17,-299,6469,11695,10065,642,-1189
5825,6642,714,-198,-298,6256,11943,9817,636,-1087
5718,6366,580,-106,-238,6060,11434,10326,633,-818
5586,6141,480,-133,-194,5891,10941,10819,629,-690
6204,6016,272,618,-74,5942,11041,10719,646,-288
6113,5980,237,-91,-26,5976,12107,9653,644,-21
5936,5930,195,-177,9,5955,12458,9302,639,246
5990,5924,192,54,25,5962,11861,9899,641,142
6554,5991,284,564,88,6125,12670,9090,654,271
7203,6163,481,649,172,6433,12454,9306,666,671
7269,6357,568,66,216,6685,11910,9850,667,1043
6941,6526,512,-329,182,6787,12577,9183,662,979
6599,6576,497,-342,154,6751,11975,9785,655,577
6011,6563,510,-588,57,6563,11078,10682,641,-74
5998,6571,501,-14,-57,6423,12068,9692,641,-589
5725,6538,545,-272,-190,6242,10891,10869,633,-1002
6472,6527,545,747,-194,6297,11888,9872,652,-740
6107,6390,493,-365,-156,6219,11343,10417,644,-462
5914,6221,383,-193,-102,6105,11678,10082,638,-90
6230,6132,271,316,-24,6116,12051,9709,647,-77
6667,6141,287,437,71,6256,12308,9452,656,208
6699,6227,334,32,104,6386,12502,9258,657,489
6870,6336,381,171,133,6531,12038,9722,660,656
6231,6399,309,-639,59,6470,11415,10345,647,322
6395,6389,308,164,66,6449,10922,10838,650,175
6220,6403,297,-175,22,6395,12267,9493,646,-194
6148,6432,257,-72,-52,6340,12906,8854,644,-285
6456,6461,245,308,-72,6375,12005,9755,652,-298
6766,6473,257,311,-24,6476,11288,10472,658,-26
6209,6412,254,-557,-22,6395,12384,9376,646,105
6277,6338,188,68,16,6349,13090,8670,648,128
6340,6351,184,63,5,6350,11872,9888,649,-121
7159,6447,325,819,77,6574,12247,9513,665,232
7153,6564,385,-6,111,6744,11249,10511,665,513
7415,6722,438,262,138,6947,12139,9621,669,833
6882,6775,428,-533,122,6943,11746,10014,660,600
6488,6740,439,-394,98,6821,12079,9681,652,301
6636,6794,395,148,32,6787,11711,10049,655,-200
6541,6827,360,-95,-44,6733,12199,9561,654,-435
6277,6819,371,-264,-142,6617,12388,9372,648,-535
6626,6752,351,349,-122,6605,12178,9582,655,-434
6780,6706,318,154,-77,6638,11477,10283,658,-231
6888,6640,195,107,14,6686,11230,10530,660,200
6719,6619,176,-168,47,6690,11043,10717,657,282
6812,6660,179,93,49,6729,10904,10856,659,234
6934,6697,200,122,69,6789,12306,9454,661,200
7865,6863,424,931,150,7095,11744,10016,674,546
7966,7074,495,101,179,7359,12043,9717,675,823
8299,7283,603,333,233,7641,11997,9763,678,1217
8065,7444,619,-234,244,7783,12263,9497,676,1067
7811,7559,589,-254,215,7815,13092,8668,674,799
7990,7718,507,180,161,7894,11495,10265,676,380
8055,7873,381,65,93,7969,13096,8664,676,126
7356,7926,256,-699,-51,7828,11680,10080,668,-201
6687,7779,485,-669,-161,7510,12046,9714,656,-660
6480,7593,638,-207,-249,7211,12003,9757,652,-1203
6349,7349,692,-130,-277,6941,12408,9352,649,-1350
6404,7142,695,55,-279,6761,12349,9411,650,-1169
6659,6998,660,255,-248,6703,12727,9033,656,-843
6202,6774,584,-457,-208,6528,12616,9144,646,-564
5819,6495,415,-383,-150,6289,11839,9921,636,-429
6014,6327,283,195,-98,6183,11707,10053,641,-504
6255,6273,248,241,-65,6189,11344,10416,647,-389
5948,6206,255,-307,-70,6114,11994,9766,639,-214
6277,6197,251,329,-49,6153,11916,9844,648,-59
5969,6143,247,-308,-46,6095,12139,9621,640,-125
5819,6038,173,-150,-17,6002,11990,9770,636,-26
6005,6013,162,187,-2,5998,11647,10113,641,-132
5863,6019,156,-142,-36,5965,12230,9530,637,-197
6020,6020,156,157,-36,5979,10929,10831,642,-91
6452,6044,200,432,25,6103,11436,10324,652,108
5932,6042,202,-520,6,6060,11582,10178,639,148
6018,6010,181,86,29,6042,11880,9880,642,199
6339,6056,210,320,52,6127,11481,10279,650,64
6303,6117,202,-36,47,6184,11797,9963,649,165
6036,6120,200,-267,28,6148,11716,10044,642,168
6777,6235,269,741,55,6330,11448,10312,659,219
6200,6257,258,-577,29,6303,11740,10020,646,129
7139,6343,389,939,124,6531,11699,10061,665,580
7466,6535,501,327,173,6807,12112,9648,670,640
7119,6672,492,-346,167,6916,11883,9877,665,911
6596,6704,477,-523,125,6843,12511,9249,655,570
6932,6783,456,336,101,6883,12224,9536,661,159
7267,6937,379,335,61,7013,11874,9886,667,-9
7526,7031,418,259,93,7162,11985,9775,670,337
7424,7184,291,-102,37,7262,11732,10028,669,355
6691,7128,334,-733,-9,7106,11695,10065,657,137
6779,7042,324,88,-2,7005,12069,9691,659,-123
7772,7123,405,993,67,7215,12521,9239,674,-68
7224,7202,353,-548,19,7235,12482,9278,667,91
6964,7206,350,-260,-30,7168,11930,9830,662,183
6826,7151,370,-138,-55,7070,11636,10124,660,-233
6899,7072,348,73,-36,7010,12654,9106,661,-282
6690,6981,340,-209,-30,6910,12336,9424,657,-281
6795,6994,331,105,-76,6884,12986,8774,659,-318
6370,6943,387,-425,-151,6744,12387,9373,651,-519
6311,6760,283,-59,-115,6595,12382,9378,649,-429
6196,6632,276,-115,-112,6467,12447,9313,646,-543
5919,6501,330,-277,-136,6301,12639,9121,639,-574
6043,6403,335,124,-139,6215,12177,9583,643,-560
6894,6402,334,850,-45,6384,11413,10347,661,-187
6360,6361,316,-534,-18,6369,12286,9474,650,114
6214,6288,271,-146,16,6314,12254,9506,647,321
6404,6293,273,190,35,6337,11921,9839,651,53
6643,6334,297,239,66,6423,12724,9036,656,138
6433,6364,293,-210,59,6432,12066,9694,652,207
7044,6504,315,611,68,6616,11587,10173,664,324
6498,6561,264,-546,18,6599,11402,10358,653,155
6798,6549,250,300,74,6646,12485,9275,659,369
6347,6548,251,-451,37,6571,11651,10109,650,0
6315,6560,236,-33,-18,6510,12451,9309,649,-118
6245,6540,255,-70,-62,6439,12305,9455,648,-381
6310,6499,262,66,-70,6398,11800,9960,649,-334
5918,6434,325,-392,-125,6263,12035,9725,639,-443
5901,6292,273,-17,-104,6141,11814,9946,639,-397
5906,6218,287,5,-114,6066,11782,9978,639,-494
6220,6145,187,314,-52,6088,11417,10343,647,-218
6727,6193,265,507,18,6259,12255,9505,658,147
7409,6330,484,682,133,6577,11858,9902,669,729
6506,6362,486,-903,138,6566,11567,10193,653,829
6860,6431,512,354,174,6655,11492,10268,660,790
7309,6605,544,449,192,6857,12129,9631,668,459
7213,6769,503,-96,168,6983,11827,9933,667,574
7356,6950,412,143,124,7116,11548,10212,669,548
7277,7082,315,-79,73,7186,11662,10098,668,320
6412,7043,372,-865,-21,6983,11517,10243,652,-45
5668,6825,557,-743,-96,6606,13193,8567,632,-597
5337,6679,744,-331,-254,6257,11666,10094,621,-1397
5226,6475,878,-112,-356,5953,11848,9912,617,-1703
5271,6220,895,46,-367,5726,12012,9748,619,-1507
5657,6025,824,386,-307,5666,11339,10421,632,-1025
5190,5755,687,-467,-234,5487,11522,10238,616,-611
5350,5514,380,159,-105,5399,12211,9549,622,-184
5855,5444,231,505,20,5497,10918,10842,638,33
5964,5481,282,109,87,5622,11369,10391,641,387
5891,5551,305,-74,106,5705,12872,8888,639,565
6979,5770,536,1088,190,6072,12361,9399,664,813
6015,5863,505,-964,157,6079,12222,9538,643,692
5880,5890,499,-135,136,6035,11977,9783,639,641
6446,6047,449,566,108,6173,11653,10107,653,106
6358,6173,370,-88,59,6247,10738,11022,651,87
6216,6219,350,-142,28,6249,11281,10479,648,194
6760,6318,375,544,46,6399,10758,11002,660,202
6114,6346,350,-645,-17,6334,11476,10284,645,28
5634,6178,328,-480,-8,6122,11883,9877,632,-13
5747,6144,355,113,-62,6020,11207,10553,635,-500
6135,6176,341,388,-91,6056,12615,9145,646,-540
5555,6065,378,-579,-114,5906,11589,10171,629,-404
5888,6006,364,333,-97,5889,11982,9778,639,-235
5365,5900,409,-524,-128,5734,11357,10403,623,-475
5376,5727,282,11,-79,5606,11822,9938,623,-294
5605,5663,242,230,-48,5592,11009,10751,631,-343
5505,5647,247,-100,-64,5566,12601,9159,628,-243
5440,5609,253,-65,-71,5526,12000,9760,625,-147
6295,5629,296,855,43,5723,11014,10746,650,189
6338,5727,375,43,94,5899,11538,10222,651,477
6495,5802,453,157,175,6065,11303,10457,654,918
6553,5951,479,58,191,6220,11920,9840,655,818
6208,6055,431,-345,151,6240,11609,10151,647,582
6451,6161,411,243,136,6316,11533,10227,653,389
6859,6330,384,408,124,6490,11608,10152,661,282
6510,6464,186,-350,43,6524,11043,10717,654,229
6549,6495,176,39,32,6538,12674,9086,655,230
6459,6511,167,-89,12,6521,11670,10090,653,-7
6770,6545,187,310,32,6591,11176,10584,659,76
6828,6579,209,58,57,6658,12321,9439,660,170
7480,6738,321,652,92,6899,11356,10404,671,460
6857,6789,303,-623,71,6900,12002,9758,661,426
6924,6797,305,67,90,6907,11600,10160,662,464
6931,6850,287,7,70,6925,12084,9676,662,87
6768,6877,267,-163,31,6892,11975,9785,659,-5
6669,6903,233,-99,-31,6842,12494,9266,657,-182
8117,7072,456,1448,56,7198,11525,10235,678,181
7775,7190,498,-343,89,7369,13023,8737,674,528
7058,7137,487,-717,109,7279,11597,10163,664,820
6689,7116,502,-369,41,7127,13089,8671,658,92
6094,7012,606,-595,-65,6846,11392,10368,644,-638
6621,6974,620,527,-106,6781,12199,9561,656,-809
7437,7057,631,816,-90,6963,11327,10433,670,-544
6602,7049,637,-834,-169,6871,11931,9829,656,-260
6159,6804,549,-443,-129,6639,12069,9691,646,-115
6606,6658,410,447,-41,6598,12613,9147,656,-324
6402,6576,386,-203,-20,6531,12083,9677,652,-300
6522,6555,384,120,-12,6524,11403,10357,654,-73
7712,6757,497,1190,35,6866,12022,9738,673,194
7034,6809,502,-677,43,6919,11588,10172,664,448
6542,6697,446,-493,88,6800,13305,8455,655,638
6484,6683,451,-58,60,6718,12587,9173,654,7
6212,6689,444,-272,-35,6593,12186,9574,647,-443
5796,6588,534,-415,-119,6371,11294,10466,636,-678
6288,6574,540,492,-164,6347,11827,9933,649,-760
6302,6546,548,13,-192,6330,11494,10266,650,-668
6349,6376,326,47,-83,6297,12829,8931,651,-101
5830,6225,258,-519,-58,6146,11856,9904,638,-104
5129,6049,416,-701,-116,5853,12657,9103,614,-447
4994,5863,504,-135,-157,5597,12110,9650,609,-872
5623,5789,490,628,-140,5587,12018,9742,632,-864
4735,5656,601,-888,-227,5344,11914,9846,598,-862
5028,5499,580,294,-211,5230,11973,9787,611,-592
5820,5438,514,792,-98,5364,11736,10024,638,-390
6924,5510,657,1104,123,5770,11804,9956,663,662
6846,5637,791,-77,268,6067,11250,10510,662,1428
6933,5863,868,87,322,6334,11090,10670,663,1661
6151,6007,805,-783,253,6320,12166,9594,647,1018
5188,5953,843,-963,143,6025,11318,10442,617,220
4644,5942,860,-544,-96,5677,11776,9984,593,-983
4586,5886,928,-58,-307,5392,11214,10546,590,-1729
4881,5769,987,295,-398,5238,10952,10808,604,-1705
5131,5545,899,251,-327,5162,11792,9968,614,-1087
4683,5275,785,-448,-260,4982,11960,9800,595,-602
4819,5010,477,136,-120,4882,11260,10500,601,-212
4663,4824,214,-157,-27,4786,11217,10543,594,-164
4592,4750,174,-71,-7,4721,11369,10391,591,-94
5196,4819,221,604,19,4855,11007,10753,617,-3
6252,5027,506,1056,113,5251,11150,10610,650,511
5074,5051,503,-1177,101,5212,10664,11096,612,730
5291,5071,508,217,130,5236,11251,10509,621,748
4738,5078,504,-553,60,5113,11782,9978,598,-70
4620,5053,520,-118,-5,4985,11163,10597,592,-272
4984,5093,501,363,-53,4993,11946,9814,609,-500
5322,5185,466,338,-88,5096,11180,10580,622,-335
4892,5147,476,-430,-111,5036,10904,10856,605,-130
4816,4967,235,-76,-20,4941,11715,10045,601,68
4856,4940,234,40,-18,4914,11287,10473,603,-137
4689,4865,204,-167,-1,4841,11471,10289,595,-124
5296,4934,241,607,21,4970,11243,10517,620,21
6037,5111,408,740,80,5276,12418,9342,644,367
5282,5149,408,-755,80,5286,10510,11250,620,624
5454,5165,417,172,124,5332,11427,10333,626,681
5575,5251,422,121,129,5411,11696,10064,630,298
5054,5280,398,-521,66,5329,10684,11076,611,129
5050,5305,377,-4,1,5264,11109,10651,611,-125
5046,5349,318,-4,-86,5220,10904,10856,611,-479
4619,5264,401,-427,-153,5051,11432,10328,592,-576
4635,5089,324,16,-123,4908,11593,10167,593,-517
4772,5026,330,138,-128,4860,11848,9912,599,-560
5152,4988,294,380,-72,4924,10397,11363,615,-216
5120,4931,205,-32,2,4961,12610,9150,614,134
5203,4950,222,83,38,5026,11496,10264,617,334
4699,4906,232,-505,28,4934,10471,11289,596,163
4597,4850,245,-102,17,4837,12091,9669,591,-27
4724,4863,235,127,-18,4812,11314,10446,597,-303
5105,4922,230,381,-22,4898,11520,10240,613,-181
5106,4963,229,1,-23,4960,10852,10908,613,24
5382,4992,263,276,32,5072,10989,10771,623,329
4908,4966,259,-474,39,5025,9865,11895,605,267
4478,4875,286,-430,24,4868,11614,10146,584,77
4610,4864,294,132,-17,4801,11261,10499,591,-318
4320,4829,337,-290,-91,4673,11495,10265,576,-576
4594,4813,344,274,-122,4650,11753,10007,590,-488
5143,4818,349,549,-63,4774,10362,11398,614,-211
4517,4744,342,-627,-57,4693,10941,10819,586,12
4804,4672,248,287,16,4705,10673,11087,600,239
5128,4699,282,324,79,4817,11185,10575,614,187
5848,4870,457,721,151,5113,11214,10546,638,623
5362,4964,471,-486,164,5196,11438,10322,622,771
6182,5197,549,819,197,5494,11076,10684,647,960
6296,5410,601,114,224,5742,11369,10391,650,859
6476,5577,683,180,284,5963,11040,10720,654,1186
5937,5754,558,-539,200,5996,10676,11084,641,772
6034,5908,429,97,122,6040,11721,10039,644,386
5348,5935,383,-686,-8,5873,10606,11154,622,-260
5910,5943,382,562,-20,5884,11860,9900,640,-287
5370,5944,380,-540,-130,5756,11434,10326,623,-642
5610,5873,383,240,-132,5703,10399,11361,631,-388
5858,5818,348,248,-88,5730,11620,10140,638,-329
5666,5717,244,-192,-30,5691,11410,10350,633,-9
5612,5676,231,-53,-15,5662,12209,9551,631,58
5655,5629,187,42,21,5650,11430,10330,632,25
5058,5592,254,-597,-56,5494,11286,10474,611,-241
5129,5495,263,71,-61,5381,11046,10714,613,-343
5116,5463,290,-12,-106,5308,11015,10745,613,-579
5097,5399,307,-19,-120,5241,10754,11006,612,-456
5134,5308,261,37,-93,5194,11541,10219,614,-308
5618,5302,254,484,-29,5299,12129,9631,631,-31
5340,5268,227,-278,7,5301,11018,10742,621,153
5668,5270,229,328,82,5393,12039,9721,632,435
5142,5280,221,-526,48,5333,11362,10398,614,165
4663,5222,300,-478,-19,5153,11597,10163,594,-103
4868,5191,322,204,-60,5074,11035,10725,603,-480
5699,5266,359,831,-28,5247,11497,10263,634,-304
6864,5483,632,1165,91,5700,11104,10656,662,524
6201,5556,675,-663,165,5841,11605,10155,647,1119
6050,5644,688,-151,183,5913,10441,11319,644,1164
5845,5667,691,-206,203,5901,11921,9839,638,585
4950,5643,712,-895,87,5658,11883,9877,606,-44
5475,5744,617,525,-32,5635,11486,10274,627,-514
4864,5744,617,-611,-199,5442,12239,9521,603,-1036
4794,5630,693,-71,-283,5255,11182,10578,600,-938
5564,5468,514,771,-157,5296,10814,10946,629,-630
6772,5539,636,1208,31,5681,11944,9816,659,273
7050,5664,801,278,211,6051,11948,9812,664,1277
7770,5905,1065,720,406,6534,12815,8945,674,2068
7950,6280,1184,180,474,6972,12185,9575,675,2096
7699,6558,1223,-251,506,7215,13086,8674,672,1997
7682,6910,1082,-16,418,7410,12288,9472,672,1387
8151,7330,792,468,295,7689,12490,9270,677,823
8668,7718,558,517,217,8020,12448,9312,681,719
9320,8036,647,652,250,8416,12424,9336,684,1082
9101,8293,611,-219,233,8644,13296,8464,683,1179
9591,8520,706,490,285,8931,12555,9205,685,1307
10239,8806,863,648,367,9322,14051,7709,686,1340
10729,9185,954,490,409,9758,13503,8257,686,1602
10976,9597,927,247,397,10154,12986,8774,685,1682
12521,10143,1170,1545,486,10867,13558,8202,682,2025
13164,10705,1386,643,579,11567,13625,8135,679,2424
13208,11191,1493,44,639,12085,12872,8888,679,2837
12057,11561,1280,-1151,488,12160,14913,6847,683,1999
11637,11816,1044,-420,283,12086,12829,8931,685,775
10969,11908,927,-668,43,11827,13617,8143,686,-565
11400,11992,843,430,-125,11739,13800,7960,686,-1050
11192,12018,814,-208,-301,11608,12799,8961,686,-1331
10477,11763,928,-715,-375,11269,14204,7556,687,-1184
10012,11369,919,-465,-371,10867,12973,8787,686,-1294
9881,10953,725,-131,-298,10528,13144,8616,686,-1328
9748,10664,687,-133,-280,10268,13131,8629,686,-1255
10584,10533,580,836,-183,10318,13654,8106,687,-739
9600,10361,627,-984,-214,10100,12466,9294,686,-615
9569,10133,533,-30,-169,9917,12093,9667,686,-344
9471,9918,390,-98,-110,9758,13349,8411,686,-593
9278,9768,376,-193,-104,9604,13648,8112,685,-525
8880,9626,461,-398,-151,9392,13070,8690,683,-666
9212,9543,468,332,-159,9328,12517,9243,685,-671
8860,9432,510,-352,-194,9187,12916,8844,683,-716
8678,9194,329,-182,-133,9007,12682,9078,682,-443
8384,9042,383,-294,-157,8817,12490,9270,680,-641
8265,8879,401,-119,-165,8643,12298,9462,679,-698
8354,8739,363,89,-145,8540,12368,9392,680,-647
8461,8637,307,106,-111,8497,13047,8713,681,-443
7846,8508,385,-615,-151,8306,11803,9957,676,-460
8258,8388,283,412,-96,8267,12245,9515,680,-320
8293,8317,220,35,-53,8258,12546,9214,680,-296
8594,8307,204,301,8,8339,12354,9406,682,119
8351,8303,202,-243,20,8341,12520,9240,681,176
8978,8392,300,627,73,8520,12453,9307,684,399
8420,8400,299,-557,71,8497,12609,9151,681,293
8108,8356,313,-312,53,8390,11840,9920,678,234
8289,8411,251,181,-7,8377,12453,9307,680,-222
8118,8394,265,-172,-48,8308,12822,8938,679,-355
8350,8401,263,232,-63,8320,12762,8998,681,-238
9724,8542,513,1374,68,8703,13593,8167,687,301
9117,8638,539,-607,96,8828,12731,9029,685,681
9108,8654,551,-9,171,8901,12636,9124,685,1059
9651,8808,631,543,229,9123,12845,8915,687,774
9376,8967,593,-275,202,9222,12181,9579,686,659
9179,9078,536,-197,147,9236,12863,8897,686,519
9914,9302,457,735,114,9455,13900,7860,688,300
8915,9373,331,-999,-21,9336,13221,8539,684,-59
8279,9192,460,-636,-74,9031,13084,8676,680,-251
8735,9145,484,456,-121,8947,12481,9279,684,-803
8974,9128,487,239,-139,8950,13060,8700,685,-745
9054,9053,446,80,-89,8959,12194,9566,685,-212
9287,9042,438,233,-35,9038,13066,8694,686,101
8651,8976,452,-636,-53,8927,11802,9958,683,34
8913,8851,282,262,43,8896,13046,8714,685,159
10013,8988,478,1100,146,9205,13761,7999,688,327
9685,9164,442,-329,128,9364,13277,8483,687,597
9697,9284,440,13,127,9474,13251,8509,687,823
9976,9409,475,278,151,9628,14096,7664,688,602
9406,9453,456,-570,113,9582,12492,9268,686,383
9000,9418,479,-406,57,9429,12122,9638,685,69
9075,9471,409,75,-53,9352,12280,9480,685,-496
8877,9466,415,-198,-163,9232,13054,8706,684,-771
8758,9309,416,-119,-163,9079,14238,7522,683,-650
8931,9215,406,173,-154,9021,12549,9211,684,-576
8511,9067,419,-420,-161,8860,12890,8870,681,-534
9242,8975,260,731,-49,8935,12007,9753,685,-128
9571,8996,297,328,46,9099,13050,8710,686,180
9788,9094,396,217,113,9293,12728,9032,686,703
10449,9266,598,661,224,9620,12890,8870,687,1072
10560,9476,709,110,290,9902,13044,8716,687,1263
9933,9623,666,-626,251,9942,12883,8877,686,1106
10108,9770,625,175,217,10017,13223,8537,686,688
9976,9953,406,-132,100,10047,12981,8779,686,84
10451,10104,331,476,65,10182,12830,8930,686,118
10210,10184,263,-242,17,10206,12990,8770,686,45
10886,10322,304,677,33,10407,13217,8543,686,311
10765,10361,336,-122,83,10505,13038,8722,686,415
10718,10381,352,-47,134,10563,13283,8477,687,654
10308,10428,312,-409,80,10509,13504,8256,687,271
10094,10426,313,-214,18,10405,13638,8122,687,-84
9713,10393,368,-381,-90,10225,13952,7808,687,-567
9692,10298,433,-22,-142,10070,13403,8357,687,-744
9019,10149,607,-672,-258,9775,12940,8820,685,-1079
